0;Сквозь пелену сна к тебе тянется чья-то рука. Кончики пальцев нежно касаются твоей щеки. Пальцы обжигают твою щёку могильным холодом, словно весенняя капель пробирающаяся сквозь последние сугробы.;Просто прикосновение. Не больше, не меньше. Ты не можешь вспомнить чьи это руки. Как не можешь вспомнить когда оно произошло. Но почему-то ты уверен полностью, что это прощальное прикосновение.
0;И так, перед тобой трактир "Ржавая шпора". Та ещё дыра, если подумать. Даже по местным меркам. Скрытая в глубине кварталов ремесленников, идеально подходит для повседневных встреч с помощниками. ;Трактир, конечно же, предложил поручик. В свою бурную молодость он искалесил практически всю страну и знал, какие места больше подходят для тёмных делишек. Хоть с тех пор он и занимался в основном "светлыми", но всё ещё делишками. ;Зайдя внутрь, ты бегло осмотрел присутствующих. Время совсем ещё раннее, поэтому из посетителей здесь только пара зевак, сонно хлебающих свою гороховую похлёбку. ;Бармен, тучный мужчина с очень волосатыми руками, бросил на тебя тяжёлый взгляд из под своих косматых бровей. Ты кивнул ему. Он кивнул в ответ. Не произнеся и слова, хозяин заведения направился наверх по лестнице, видимо, на второй этаж. ;Ты последовал за ним. На втором этаже он сдавал комнаты Поручику и Архивариусу. Трактирщик ожидал тебя на конце лестнице и, когда ты с ним поровнялся, он указал пальцем на комнату с номером "22". После чего он тут же удалился назад к своему рабочему месту. Ты подошёл к дверце указанной комнаты.
Поручик;А вот и шеф пожаловал!
0;Архивариус при виде тебя улыбнулся и сложил крестом руки на груди. Ты сложил свои руки в ответ. Твои подопечные сидели за столом и пили сливовое пиво. Под руками у поручика были разбросаны какие-то листы, исписанные его корявым и одному ему понятным почерком. Архивариус же, напротив, выстроил небольшую башенку из книжек с права от себя и стопку чистых пергаментов вместе с пером и чернильницей слева.
Поручик;Ну давай, шеф, рассказывай. Как спалось в обители девиц? Небось успел уже кому-то под латы залезть. Ну, что у них там, под кольчугой-то?
Архивариус;Опять ты за своё…
Поручик;Ой да брось ты, мормон чёртов. То не знаешь начальника нашего. Ему только дай волю там весь Орден быстро переедет на улицу "Прекрасных дев" в столицу.
1;Напомни, почему я до сих пор тебя терплю?;Карасик;Ухбляяя карасик мой карасик
Поручик;Потому что а) Я чертовски красив б) Я чертовски полезен. Тебе-то шеф по статусу не положена в грязных понтолонах швырятся. А уж этот в обморок упадёт при первом "щекотливом" задании. Но я тебя понял, давай сразу к делу.
0;Поручик хорошенько прокашлялся и принялся что-то быстро искать в своих бумажках. Секунд тридцать он швырял из стороны в сторону свои записи, подняв нехилое облако пыли, от которого очки Архивариуса тут же потемнели и бедолаге пришлось протирать линзы.
Поручик;И так. Пока что я выхожу на контакт с местными контрабандистами и бандитами в законе. У них то уж точно Орден поперёк горла стоит. ;Но обольщаться не стоит, судя по характеристикам, преступных гениев среди них не обнаружится. Но кто знает. Есть тут один авторитет, он уже не первый десяток лет как бельмо на глазу у Ордена. И что у нас по городу…
0;Снова столп пыли и ворчание Архивариуса…
Поручик;Тут все не так просто… Видишь ли, для местных Орден чуть ли не Миссия во плоти многих сестричек в бронеливчиках. Губернатор, дворяне, крупные землевладельцы и агропромышленники - все лояльны Ордену до кончиков пальцев. Чёрт возьми, да для них Архимагистр чуть ли не Монарх, женатый на нашем Папе.
Архивариус;Сквернослов!
Поручик;Бла, бла, бла. Кароче я скумекал что к чему и можно тебя напрямую спросить, а? Шеф?
1;Валяй.;Селедка;Селедочка
Поручик;Монарх же не просто так нас сюда послал с "проверкой". Старый казанова своей тощей задницей чует, как к его булкам приближается нежная ручонка Архимагистра. Ведь так?
Я;Ну допустим и так.
Поручик;Ух, стало быть дело у нас и правда - закачаешься! Это будет похлеще тех сраных еретиков из "Праведной луны"! Авось и повышение словлю и избавлюсь, наконец, от общества этого скряги!
0;Поручик скомкал бумажку и бросил её в Архивариуса
Архивариус;Ай! Да и проваливай! Надоел ты мне, грешник проклятый. 
Поручик;Ладно, ладно. Расслабсья. Куда я от тебя денусь. С моим то прошлым повышений мне не видать. Но, шеф, кусок земли урвать будет неплохо. Для старости спокойной. Такое-то можно будет устроить?
0;Ты молча киваешь.
Поручик;Вот и славненько! В общем Орден этот - просто Оплот невинности. Каждая там чуть ли не святая Дева. Но, проболтавшись до самого утра я кое-что выяснил. ;По средам, в южном квартале проводятся нелегальные гладиаторские бои. Со ставками и человеческими жертвами, как полагается. Предприятие - полностью нелегальное и скрыто от взора закона глубоко в катакомбах в стокадах. ;И один из чемпионов этой арены - послушница Ордена! Никто не знает её имени, но каждую среду она выходит биться с желающим. Её лицо скрывает шлем с большим красным крестом на забрале. И она никогда не щадит бедолаг, рискнувших выйти против неё.
0;Поручик проводит быстро большим пальцем по прямой у кадыка.
Поручик;Это очень интересно. Ведь кодекс Ордена запрещает проливать кровь для потехи. И либо они не знают об этом, либо просто закрывают глаза.
0;"А вот это интересно. Подобный проступок будет расцениваться не меньше, чем как Акт Отступничества. Набери таких несколько и можно объявлять Ордену Анафему…"
Поручик;И это ещё не всё. По счастливой случайности, на рассвете, я наткнулся на другую послушницу. Вернее, наткнулась она на меня пьяного. После своей разведки я из последних сил полз по стенам и ступенькам назад, в эту скромную обитель. ;Как вдруг мимо меня пробежала девица и как заденет плечом! Я тут же равновесие потерял и прямо в лужу БАМ! Ну я не расстерялся и бросил камень ей в догону из лужи. Попал прямо в подол.. ;И она вдруг замерла, как статуя! И резко так вжух и ко мне подсокичла! А я абсолютно пьяный, шеф, у меня в глазах не то, что двоится, а четверится! ;И вижу, как бежит на меня этот отряд карателей. Я руками закрылся только и жду худшего. А она прямо передо мною встала, достаёт свой меч и как полоснёт меня!
0;Поручик засучил рукав и продемонстрировал тебе неглубокую, но длинную царапину. Рыцарь явно не хотел убивать твоего подичнённого, а только лишь поставить на место.
Поручик;Думал всё - убили меня. Так и найдут утром, в лужи крови на бульваре. Но нет, как зрение в норму пришло понял, что пострадала максимум моя гордость. А её, видит Бог, и так самая малость. ;Ну и короче обидчица моя пропала, пока я в себя проходил. Уверен, это тоже из Ордена стерва. Обычные гражданки с мечом в пять утра не шляются где попало и честных граждан не режут! На этом всё, шеф.
Я;Хм, значит как минимум два рыцаря занимаются самодеятельностью за пределами своей обители. Это уже что-то. И вот.
0;Из дорожной сумки ты достаёшь список с именами офицеров и их личной информации, переписанный из Архива. 
Я;Попытайтесь узнать как можно больше информации конкретно по этим рыцарям. Верхушка айсберга Ордена. Завтра я предоставлю вам полный список подрядчиков Ордена и его бенефициаров.И ещё.
0;Ты достаёшь вырванную страницу с информацией об Альтушке.
Я;Особое внимание уделите ей. Чутьё подсказывает, что она вкурсе всех тайн Ордена.
Поручик;Ой, шеф, так и скажи, что под юбку к ней залезть хочешь. Тут все свои.
Архивариус;Да как у тебя только рот открывается!
Поручик;Тише тише, коллега. Ну а что шеф, не прав я чтоли? Я же знаю твои методы. Очаруете прекрасную пташку и бац! Она уже в клетке. ;Уважаю тебя за это, шеф. И, наверное, поэтому с тобой и работаю. Остальные святоши как этот - скучные задроты. А ты ради дела не боишься и тело заморать и душу! А?
1;Может ты и прав, поручик. Но давай не будем тратить драгоценное время.;Тебя в рот выебет;Мертвый сом
Поручик;Как скажешь, шеф. Времени и правда - кот наплакал. Надо нам как можно скорее Монарха нашего умаслить результатами хорошими.
Я;Именно так. Поэтому на сегодня всё. Я назад, в обитель. Увидимся завтра утром!
Поручик;Бывай, шеф
Архивариус;Прощайте, наставник!
0;Набросив себе на голову капюшон, ты вышел из таверны. Чтобы не привлекать лишнее внимание, ты решил пройти пару кварталов, взяв лошадь под узду. А там уже можно будет оседлать коня и вернуться в обитель Ордена.
0;Город жил своей жизнью и по его улица рекой текли люди. Здесь люди разных профессий соседствовали друг с другом. Вот сапожник во всю мастерит каблук красному высокому сапогу, а совсем недалеко от него кузнец своей могучей рукой правит раскалённую подкову. ;Многие из этих мастеров тут же и продавали свой готовый продукт. А кто-то  не боялся и приторговывал контробандой из под навесов своих прилавков. Ты миновал квартал ремесленников и вышел к центральному кварталу. ;Тут уже совсем другой антураж. У каменных стен базара колеки просят свою милостыню, пока рядом зазывала приглашает мужчин отдохнуть в лучшем заведении, по простому говоря - в борделе.
0;"В столь ранний час? Неужели это работает?"
0;Ты было хотел уже сесть на лошадь, как в поле зрения угодил серый балохон, с красным крестом на груди. В десяти метрах от тебя стояла Умняка и что-то объясняла купцу. ;Она трясла перед его лицом каким-то пергаментом и активно жестикулировала, на восточный манер. Ты решил немного подождать, спрятавшись за своей лошадью. ;Умняка и купец пожали друг другу руки. Она широко улыбнулась ему и протянула небольшой кожаный мешочек, как пить дать, полный золотых монет. Немного отойдя в сторону, Умняка свистнула и с другой стороны улицы показались три неофита Ордена. В четвером они направились в твою сторону. ;Когда Умняка почти поравнялась с твоим конём, ты, как бы случайно, задом вперёд вышел и ударился об неё.
Умняка;Эй, аккуратнее уважаемый гражданин! Смотрите куда идёте!
Я;Добрый день, Умняка. И простите мне мою неуклюжесть. Вечно летаю себе в своих мыслях.
Умняка;А. Вы, Инквизитор. Здравствуйте. Какими судьбами в городе?
1;Нужно было повидать своих подчинённых. Есть кое-какие указания, требующие срочного исполнения. Ну и просто проведать, как принял их город. Всё ли в достатке у верных служителей Церкви.;Нерка;Это красная рыба такая
Умняка;Вот оно как. Ну что ж. Заботитесь о тех кто ниже вас рангом - похвально.
Я;А вы, я смотрю, каждый день в город выходите?
Умняка;Ну почти что да. У нас тренировки на полигоне за городом. А конюшни и склады - всё тут. Плюс я отвечаю за страждущих. Сегодня вот раздавали хлеб обездоленным.
0;"Интересно, много хлеба можно раздать без повозки или хотябы корзинок?" Руки неофитов были пусты и скромно покоились у них на подолах мантии.
Я;Благодеяния это хорошо. Ну что ж, не смею вас задерживать.
0;Ты складываешь руки крестом на груди. Умняка и неофиты молча отвечают тебе тем же. Дождавшись, пока рыцарь и её спутницы исчезнут за поворотом, ты проходишь вперёд к таинственному купцу. ;Он ушёл куда-то вглубь своей лавки, но тебе всё ещё слышно, как он ругает своего помощника. Ты не ошибся, это язык Восточной империи. Который, к сожалению, тебе не знаком. Но его хорошо знает Архивариус. Так что нужно будет придумать, как лучше подослать его к купцу. А теперь назад, в Обитель Ордена.
0;*Обитель ордена, около полудня*
0;В Архиве тебя дожидается Скромняка, в компании с пыльными стеллажами книг. Нужно обязательно за сегодня закончить с основными бумагами и передать всю информацию Архивариусу с Поручиком. А самому можно будет выйти "в поле". Посмотреть на те же гладиаторские бои в ямах.
Альтушка;Эй, инквизитор!
0;Кстати о ямах…
Альтушка;Как насчёт спарринга? Или ты успел набить себе брюхо на обеде? Держу пари, ешь ты не местную постную кашу, а? В город ускакал за яйцом прошутто и мидиями?
0;Главный вехтовальщик ордена слегка покачивался, да и фиалковые глаза собираются в кучку к носику. Видимо, она-то как раз успела набить себе брюхо. Вином.
Альтушка;Ну, че молчишь? Драться будем?
1;Может тебе сначала проспаться?;Ну давай, нападай.;Прошу прощения, но у меня есть неотложные дела.
Альтушка;А может и без может? Я тебя и так уделаю. Ну давай, Инквизитор. Я со скуки тут совсем подыхаю. 
Я;Ладно. Что уж там, пошли.
Альтушка;Замечательно! Но биться будем настоящими мечами. До третьей крови!
0;"И зачем только согласился? Она же как греческий огонь. Как бы чего плохого не случилось…";Вы подошли к тренировочной площадке и Альтушка бросила тебе под ноги полуторный меч. Ты взял его за рукоятку и примерил его вес, перекинув из одной руки в другую. 
Альтушка;Я начну.
0;Твой опонент выставил вперёд левую ногу и оттолкнулся от песка правой. Мгновение и лезвие её меча уже у тебя перед глазами. В последнюю секунду ты успеваешь выставить защиту. Лезвия ваших мечей выбивают искры в разные стороны. ;Альтушке требуется всего один вдох-выдох для осуществления следующей атаки и опять, ты успеваешь в последний момент выставить свой меч на её пути. Но и тут она не даёт тебе передохнуть и продолжает и продолжает свою серию атак. И это в полусознательном состоянии! ;Выпад, удар, выпад, удар, удар и бац! Ткань мантии на твоём правом плече расходится и на светлой коже проступает небольшая алая ранка.
Альтушка;Один - ноль. Твой ход.
0;Альтушка несомненно пробуждала внутри тебя какие-то чувства. Хаос, что таился внутри её души манил тебя. Хотя это всё ещё может быть просто адреналин.
1;Драться по-настоящему.;Поддаться
0;Сейчас вокруг Альтушки нет плеяды из учеников. Поэтому шутки в сторону, пора показать чему учат лучшие фехтовальщики при Дворе Его Величества.;Перехватив меч двумя руками, ты совершаешь сильный взмах над головой, который Альтушка парирует своим мечом и тут же бросается тебе под ноги и скользит прямо под тобой. Ай! Что-то больно кольнуло тебя по внутренней стороне бедра.
Альтушка;Эй, инквизитор, у тебя штаны намокли.
0;Подол мантии и правда немного разъехался красным пятном на правой ноге.
Альтушка;Два-ноль.
0;Ну вот и всё, теперь пора её действительно проучить! Ты наносишь серию ударов, атакуя то слева, то справа и сверху. ;Этому приёму тебя научил старый вояка, главный Квартирмейстер Монарха. Как только противник приноровится к темпу твоих атак следует сделать два ложных выпада и на третий уже бить во всю силу. ;И вот! Ты косаешься кончиком лезвия разгорячённой от алкоголя правой щеки Альтушки. Небольшая алая капелька расползается по лезвию твоего меча.
Альтушка;(улыбается) Неплохо, неплохо. 
0;Она отходит к ограждению, где на заборе висит её походная сумка. Что это она там достаёт? Бутылку вина? Разве им можно пить вот так посреди дня в Обители? Кажется, она высушила почти всю бутылку за один заход! Вытрев рукавом балахона губы, Альтушка встала в классическую защитную позу.
Альтушка;А ну, давай ещё!
0;Что ж, она сама напросилась. Ты отталкиваешься и уже заносишь меч для ложного выпада справа, как вдруг Альтушка теряет сознание и, выронив меч из рук, мягко осядает на песок. Присев рядом с ней, ты слышишь, как она сладко посапывает в своих пьяных грёзах. ;Ну и ну. Надо с ней что-то сделать. Но что? Отнести в казармы? Но тебе же нельзя их посещать. Как назло ещё и вокруг никого из послушников нет. Все на послеобеденной службе!
1;Отнести Альтушку к себе в гостевой дом.;Отнести Альтушку в Архив.;Оставить её лежать на песке.
0;"Лишь бы никто не увидел!"
0;Альтушка будто бы весила совсем ничего. И откуда только у неё столько сил в бою берётся?;Фух, кажется, пронесло. Пусть она пока отдохнет, а как придёт в себя так сама и смоется во свояси. Ну и ну. Теперь то уж точно можно вернуться в Архив.
0;*Архив*
0;Скромняга не заметила, как ты вошёл. Опять слишком увлечена чтением романа.
Я;Кхм. Добрый день, Скромняга
Скромняга;А-а, господин Инквизитор, рада вас видеть! Интересующие вас книги остались на столе, за которым вы вчера сидели. Я их специально не убирала, но рассчитывала, что вы придёте утром.
Я;У меня были неотложные дела в городе. Поэтому пришёл, как только смог.
Скромняга;Ну, если я вам понадоблюсь - зовите!
0;Ты улыбнулся Скромняге и прошёл вперёд, в читальный зал.;"И так, на чём же я остановился?"
1;Список контрактников и субподрядчиков Ордена.;Книга финансов Ордена за последние пять лет.
0;Тот восточный купец, интересно, есть ли о нём хоть какие-то записи?;Ты внимательно пролистываешь самые свежие страницы тома, но в нём нет никаких имён хотя-бы отдалёно имеющие восточные корни. На самом деле всё тут довольно пресно. Дата, когда заключена сделка; дата окончания договора; имя подрядчика; предмет договора; размер денежных выплат и их периодичность. Вот и всё.
0;(возможно тут будет лист с примером контрактов)(нихуя ты придумал, умник)
0;Ничего криминального Орден сюда не вписывал. Поставки зерна, дерева, рыбы. Железной руды, руды медной. Судя по контрактам на сырьё, никаких сверх покупок Орден не производил. Обязуемого по контракту железа хватит чтобы снабдить текущий состав Ордена одним комплектом брони и оружия. ;Как-то маловато для затяжной войны против Монарха… И никаких тебе заказов на осадные орудия. Досадно…
1;Продолжить изучать Договорную книгу.;Перейти к книге Финансов Ордена.
0;Ты продолжаешь листать страницы. Надежды, конечно, немного, но следует проверить все активные и ещё не закрытые контракты. Может что-то да подвернётся. И вот, на пятнадцатой странице, твоё внимание привлекает сомнительная цифра. ;Не то, чтобы она была уж прям совсем странной. Но кто, чёрт возьми, заказывает пятьсот киллограмм кукурузной муки? Контракт, правда, уже как пять месяцев исполнен. Следует выписать всю информацию по нему для Архивариуса. 
0;Так, погодите, а это что? По пять золотых за фунт хлопка? Если подумать, то никто из встреченных на пути послушников не носил хлопковых одежд. Их мантии сшиты из какого-то грубого сукна, не более… Ладно, над этим Архивариус пусть тоже поработает.
0;Эти две странные записи пробудили в тебе интерес пролистать книгу целиком, но, увы, больше ничего интересного в ней не обнаружилось.;Что ж, пора переходить к книге Финансов.
0;Как мило со стороны Ордена вести ежемесячный, ежеквартальный и ежегодный финансовые отчёты. По этим записям всё подбивалось чин-чин. Смущает разве только графа "пожертвования". Потому что источник этого дохода отследить никак не получится. Как ни крути, а они анонимные. Да и цифры, не сказать, что огромные выходили отсюда. ;С другой стороны, по завершению Крестового похода, казна Ордена явно пополнялась от субсидий Дворца. И уже после таких выплат и планировался бюджет. Который, к твоему удивлению, всегда укладывался в ежегодные расходы. ;При Дворе финансисты только и мечтать могут о таком. У них-то всё время проблемы то с вечеринками Монарха, то с беднеющими вельможами. Бедняги дни и ночи напролёт мастерят новые налоги, да так, чтобы не рассердить обычных мирян. Да, благородным господам стоило бы поучиться сдержанности в своих желаниях у этих послушниц. Их пока можно уличить разве что в любви к кукурузному хлебу.
0;Ну вот и всё. С теорией покончено и результатом ты абсолютно не доволен. Нужно отталкиваться от самого плохого сценария, в котором Орден и правда погряз в Ереси. Тогда у них точно должна быть "теневая" бухгалтерия. О которой Скромняга может быть и не вкурсе. А может быть и вкурсе… ;Нужно будет обязательно завтра спросить у Архивариуса за этого Тристрана. И можно начинать раскручивать эту ниточку.
0;Когда ты уходил из Архива Скромняга уже во всю спала на своём рабочем месте, прямо над книгой про Тристрана.;Будить её ты, конечно, не стал.;"Интересно, Альтушка уже пришла в себя? Будет неловко будить её вот так и просить уйти из гостевого домика."
0;Но нет, можно вздохнуть с облегчением. Главный фехтовальщик Ордена проспался и испарился из твоей обители. ;Ты быстренько умылся из ведра, что стоит на улице, разделся и приготовился ко сну.;"Как обычно в подобных расследованиях и бывает - начало довольно умеренное. Но скоро, совсем скоро, сон по ночам станет привелегией.";Засыпая, тебе показалось, будто бы частичка тебя всё же надеялась увидеть здесь Альтушку. И, может быть, чтобы она осталась?
0;*Сон третий*
0;Что-то не так с колосьями пшеницы на этом поле. Своими початками они достают тебе до самого лба и нужно постоянно раздвигать их свободной рукой. Другую твою руку кто-то крепко сжимает. Ты чувствуешь тепло близкого тебе человека. Справа нависает оттенённый солнцем женский силуэт. Нет, с пшеницей всё впорядке. Это просто ты уменьшился. Точнее будет сказать - вернулся в детство.;Но куда ведёт тебя эта женщина? Солнце в самом зените и поэтому рассмотреть спутницу у тебя не получается. Ты закрываешься от солнечного света левой ладонью. Так, чтобы сквозь пальцы можно было увидеть затылок с длинными, падающими до самых щиколоток, волосами.
0;"Мама?" ты зовёшь женщину и она немного поворачивается к тебе. Сквозь пальцы тебе мало что получается рассмотреть, но одно ты видишь точно. Её губы растянуты в улыбке.
*День третий. Таверна*
Поручик;Паршиво выглядишь, босс. Мне всё же кажется, что ты там во всю по ночам с монашками кувыркаешься. Или же просто кошмары мучают?
Я;Всеголишь грёзы, не более. Ну, что у нас на повестке?
0;Поручик плавным жестом руки предлагает начать Архивариусу.
Архивариус;Я запросил информацию у наших союзников по поводу этих офицеров.
0;Он протягивает на стол пергамент с Матерью, Умнякой и Альтушкой.
Архивариус;Дело в том, что конкретно они - благородных кровей. И, к моему удивлению, кое кто из них присоединился к Ордену добровольно. Умняка. Она - старшая дочь Сэра Гавейна Сильверкнехта.
Поручик;Вот оно как. Будь у меня отец владельцем крупнейшего торгового флота Монархии, я бы вокруг себя построил Дворец разврата. А она ушла в Обитель воздержания, мда уж.
0;Архивариус недовольно закашлил в свой маленький кулачок.
Архивариус;Попрошу не перебивать, коллега.
Поручик;Молчу, молчу.
АРХИВАРИУС;И так, на чём это я? Ах, да. Умняка по неоглашённой причине предпочла наследству своего отца Орден. У Сэра Сильверкнехта казночеем работает мой старый друг. Мы знакомы с парты церковно-приходской школы. Поэтому я написал ему письмо и жду ответа.
ПОРУЧИК;Я в свою очередь весь вчерашний день бродил по купеческому, ремесленническому и знатному кварталу. И знаешь, шеф, везде мне попадалась эта Умняка. Она ещё всюду таскает трёх прелестных юных созданий, но для каких целей мне пока не понятно. ;Среди купцов я видел, как они о чём-то договариваются. И я был уже готов решить, что она просто, не знаю, главная по снабжению в этом шапито или ещё кто-то такого рода. Но, чёрт меня побери, шеф, если я не знаю, как гремит туго набитый золотом кожаный мешок. И купцы какие-то странные. Один торгует восточными коврами. Ты вот видел ковры у них в Обители?
Я;Нет, не видел. Но кажется понимаю о каком купце ты говоришь.
ПОРУЧИК;Вот то-то и оно, шеф. В ремесленническом квартале эта особа посетила плотника, что мастерит тележки и кореты. Ну и у знати она забежала в аукционный дом "Голдштейн и наследники". Ну, может она по старой памяти пристрастилась к коллекционированию антиквариата. Откуда мне знать? Но чуйка мне подсказывает, шеф, что-то она воду мутит.
Я;А по остальным что? 
АРХИВАРИУС;Сейчас. Так, посмотрим… Ага. Мать. Второй ребенок графа Робенсона, владеющего северными землями в провинции Норсгейт. Первенец у него мужского пола. Она написала официальное заявление, что, далее цитирую:;"Не могу жить в излишествах, пока наши люди гибнут на этой затяжной войне с Эльфами."
ПОРУЧИК;Не может жить в излишествах. Тьфу. Придурь богатеев.
АРХИВАРИУС;Коллега, просил же! Сэр, в общем, было это давно. Так или не так сказать сложно. Но жизнь у неё должна была быть шикарной. По наследству она была бы на пожизненном попечительстве у своего старшего брата. Но она решила по-другому.
Поручик;Хе-хе. Сбежала в этот глупый Орден. А всеравно, осталась на втором месте по списку. Наверное, спит и видит, как станет Архимагистром.
Я;А что там по Альтушке?
АРХИВАРИУС;У этой бедняжки всё не так хорошо было, как у предыдущих двух. Её отец Сэр Берлингтон и ему принадлежит половина плантаций по выращиванию хлопка. ;Дело в том, что сэр Берлингтон очень хотел сына. Но женщины рождали от него только девочек. Одному Богу известно, сколько денег он внёс в Королевскую казну, чтобы три его брака признали недействительными.
Поручик;Вот тебе и папашка. Родилась без хозяйства в штанах - долой на свалку.
Архивариус;Альтушка - третья его дочь.
Поручик;Просто интересуюсь, коллега, а сколько всего?
Архивариус;Судя по записям, доступным в городской ратуше, на пятый брак у него всё же родился наследник.
Поручик;Целеустремлённый малый, молодец! (хлопает в ладоши).
0;"Значит, бастард… Это многое объясняет."
1;Судя по всему, она часто отлучается за пределы монастыря. Поручик, прошу, проследи сегодня вечером за теми, кто покинет Обитель.;Архивариус, тебе знакомо имя "Тристран"? Это должен быть герой какого-то популярного романа;Я видел, как Умняка расплачивалась с тем восточным купцом. Думаю, Поручик, пора тебе его навестить. Сделай, как обычно, ночью тихо и без шума. Вскрой его эту лавку да поройся как следует, авось чего и найдёшь.
Поручик;Как скажешь, шеф. Буду держать нос по ветру.
Я;И вот.
0;Ты протягиваешь листок с информацией о подозрительных контрактах Ордена.
Я;Архивариус, посмотри информацию об этих торговцах и ремесленниках. Что-то цифры мне эти уж совсем не нравятся.
Архивариус;Будет сделано, сэр!
Я;Ну, на этом наша встреча окончена. До завтра!
0;*Обитель ордена. Около полудня.*161 диалог



